#                                &  @time13_tl    &  @firstint13    &  @time13     &  @cost13 &    \\ 
\end{tabular}                                                                                  
 \hline                                                                                        
\n begin{tabular} { l r r r r                                                  }
125 & 2                      &  0             &  0.01           &  0.01          &  16.33      \\ 
125 & 4                      &  0             &  0.09           &  0.16          &  25.00      \\ 
125 & 6                      &  0             &  0.22           &  0.54          &  62.67      \\ 
125 & 8                      &  0             &  0.26           &  0.80          &  76.67      \\ 
125 & 10                     &  0             &  5.82           &  206.78        &  125.33     \\ 
125 & 12                     &  0             &  3.56           &  10.76         &  126.00     \\ 
125 & 14                     &  2             &  53.87          &  1079.51       &  168.56     \\ 
125 & 16                     &  3             &  151.36         &  1294.21       &  303.12     \\ 
125 & 18                     &  9             &  1462.62        &  3600.00       &  477.17     \\ 
150 & 2                      &  0             &  0.01           &  0.01          &  16.33      \\ 
150 & 4                      &  0             &  0.03           &  0.14          &  25.00      \\ 
150 & 6                      &  0             &  0.39           &  0.79          &  62.67      \\ 
150 & 8                      &  0             &  0.32           &  1.25          &  76.67      \\ 
150 & 10                     &  0             &  1.83           &  600.95        &  124.33     \\ 
150 & 12                     &  0             &  2.48           &  10.93         &  126.00     \\ 
150 & 14                     &  2             &  6.11           &  1058.00       &  163.89     \\ 
150 & 16                     &  3             &  17.03          &  1272.75       &  298.89     \\ 
150 & 18                     &  9             &  105.17         &  3600.00       &  356.44     \\ 
175 & 2                      &  0             &  0.02           &  0.02          &  16.33      \\ 
175 & 4                      &  0             &  0.03           &  0.25          &  25.00      \\ 
175 & 6                      &  0             &  0.05           &  0.81          &  62.67      \\ 
175 & 8                      &  0             &  0.34           &  1.59          &  76.67      \\ 
175 & 10                     &  1             &  2.36           &  847.05        &  123.33     \\ 
175 & 12                     &  0             &  1.50           &  12.98         &  126.00     \\ 
175 & 14                     &  1             &  3.00           &  702.18        &  147.33     \\ 
175 & 16                     &  3             &  11.69          &  1416.83       &  288.89     \\ 
175 & 18                     &  9             &  14.94          &  3600.00       &  425.67     \\ 
200 & 2                      &  0             &  0.02           &  0.02          &  16.33      \\ 
200 & 4                      &  0             &  0.03           &  0.24          &  25.00      \\ 
200 & 6                      &  0             &  0.06           &  0.76          &  62.67      \\ 
200 & 8                      &  0             &  0.22           &  3.81          &  76.67      \\ 
200 & 10                     &  3             &  5.15           &  1212.09       &  123.78     \\ 
200 & 12                     &  0             &  3.87           &  20.73         &  126.00     \\ 
200 & 14                     &  2             &  14.11          &  883.31        &  168.00     \\ 
200 & 16                     &  3             &  24.27          &  1593.50       &  313.33     \\ 
200 & 18                     &  9             &  174.15         &  3600.00       &  568.11     \\ 
225 & 2                      &  0             &  0.02           &  0.02          &  16.33      \\ 
225 & 4                      &  0             &  0.04           &  0.33          &  25.00      \\ 
225 & 6                      &  0             &  0.25           &  0.94          &  62.67      \\ 
225 & 8                      &  0             &  0.72           &  5.74          &  76.67      \\ 
225 & 10                     &  2             &  1.44           &  1093.53       &  122.89     \\ 
225 & 12                     &  0             &  2.42           &  29.92         &  126.00     \\ 
225 & 14                     &  1             &  12.33          &  496.72        &  163.22     \\ 
225 & 16                     &  2             &  10.65          &  1178.15       &  293.44     \\ 
225 & 18                     &  9             &  43.68          &  3600.00       &  501.78     \\ 
250 & 2                      &  0             &  0.02           &  0.02          &  16.33      \\ 
250 & 4                      &  0             &  0.04           &  0.28          &  25.00      \\ 
250 & 6                      &  0             &  0.47           &  2.10          &  62.67      \\ 
250 & 8                      &  0             &  0.90           &  4.83          &  76.67      \\ 
250 & 10                     &  3             &  5.34           &  1212.05       &  124.22     \\ 
250 & 12                     &  0             &  3.90           &  34.62         &  126.00     \\ 
250 & 14                     &  2             &  4.91           &  871.68        &  147.62     \\ 
250 & 16                     &  2             &  15.55          &  1376.31       &  261.78     \\ 
250 & 18                     &  9             &  38.05          &  3600.00       &  470.00     \\ 
