#                                  &  @time13_tl    &  @firstint13    &  @time13   &  @cost13 &    \\ 
\end{tabular}                                                                                  
 \hline                                                                                        
\n begin{tabular} { l r r r r }                                                 
20 & 2                         &  0             &  0.00           &  0.00        &  16.33      \\ 
20 & 4                         &  0             &  0.01           &  0.01        &  25.00      \\ 
20 & 6                         &  0             &  0.01           &  0.02        &  62.67      \\ 
20 & 8                         &  0             &  0.01           &  0.05        &  77.00      \\ 
20 & 10                        &  0             &  0.03           &  1.77        &  126.67     \\ 
20 & 12                        &  0             &  0.02           &  0.77        &  129.67     \\ 
20 & 14                        &  0             &  0.05           &  7.93        &  153.78     \\ 
20 & 16                        &  0             &  0.13           &  27.77       &  229.11     \\ 
20 & 18                        &  0             &  0.25           &  826.61      &  231.17     \\ 
40 & 2                         &  0             &  0.01           &  0.01        &  16.33      \\ 
40 & 4                         &  0             &  0.02           &  0.03        &  25.00      \\ 
40 & 6                         &  0             &  0.02           &  0.09        &  62.67      \\ 
40 & 8                         &  0             &  0.04           &  0.17        &  76.67      \\ 
40 & 10                        &  0             &  0.13           &  4.81        &  120.67     \\ 
40 & 12                        &  0             &  0.12           &  1.85        &  126.00     \\ 
40 & 14                        &  0             &  0.15           &  8.87        &  146.00     \\ 
40 & 16                        &  0             &  0.21           &  14.61       &  207.33     \\ 
40 & 18                        &  0             &  0.26           &  113.87      &  219.33     \\ 
80 & 2                         &  0             &  0.02           &  0.02        &  16.33      \\ 
80 & 4                         &  0             &  0.08           &  0.18        &  25.00      \\ 
80 & 6                         &  0             &  0.14           &  1.15        &  62.67      \\ 
80 & 8                         &  0             &  0.29           &  2.00        &  76.67      \\ 
80 & 10                        &  0             &  0.79           &  52.98       &  120.67     \\ 
80 & 12                        &  0             &  0.50           &  19.27       &  126.00     \\ 
80 & 14                        &  0             &  1.88           &  116.20      &  146.00     \\ 
80 & 16                        &  0             &  1.52           &  185.85      &  207.33     \\ 
80 & 18                        &  0             &  1.26           &  467.25      &  219.33     \\ 
120 & 2                        &  0             &  0.05           &  0.05        &  16.33      \\ 
120 & 4                        &  0             &  0.23           &  0.63        &  25.00      \\ 
120 & 6                        &  0             &  0.43           &  2.35        &  62.67      \\ 
120 & 8                        &  0             &  1.21           &  8.28        &  76.67      \\ 
120 & 10                       &  0             &  2.77           &  150.29      &  120.67     \\ 
120 & 12                       &  0             &  3.99           &  83.35       &  126.00     \\ 
120 & 14                       &  0             &  3.46           &  255.95      &  146.00     \\ 
120 & 16                       &  0             &  3.42           &  410.39      &  207.33     \\ 
120 & 18                       &  0             &  4.17           &  1152.43     &  219.33     \\ 
160 & 2                        &  0             &  0.11           &  0.11        &  16.33      \\ 
160 & 4                        &  0             &  0.49           &  1.07        &  25.00      \\ 
160 & 6                        &  0             &  0.93           &  5.47        &  62.67      \\ 
160 & 8                        &  0             &  1.96           &  20.08       &  76.67      \\ 
160 & 10                       &  0             &  19.64          &  529.42      &  120.67     \\ 
160 & 12                       &  0             &  5.56           &  276.97      &  126.00     \\ 
160 & 14                       &  0             &  8.13           &  941.21      &  146.00     \\ 
160 & 16                       &  1             &  11.64          &  1631.71     &  214.22     \\ 
160 & 18                       &  4             &  19.10          &  3114.52     &  224.33     \\ 
200 & 2                        &  0             &  0.21           &  0.21        &  16.33      \\ 
200 & 4                        &  0             &  0.88           &  2.34        &  25.00      \\ 
200 & 6                        &  0             &  1.77           &  16.66       &  62.67      \\ 
200 & 8                        &  0             &  2.62           &  108.09      &  76.67      \\ 
200 & 10                       &  1             &  20.90          &  1208.51     &  121.33     \\ 
200 & 12                       &  0             &  6.41           &  797.98      &  126.00     \\ 
200 & 14                       &  2             &  40.68          &  2004.63     &  151.67     \\ 
200 & 16                       &  4             &  34.45          &  2434.93     &  228.22     \\ 
200 & 18                       &  9             &  74.32          &  3600.00     &  280.11     \\ 
