set VV := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 ;
set VS := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 ;
param cv := 
0 16
1 15
2 17
3 12
4 14
5 24
6 17
7 13
8 16
9 20
10 25
11 15
12 16
13 12
14 25
15 16
16 15
17 18
18 10
19 20
20 10
21 11
22 21
23 21
24 20
25 18
26 19
27 15
28 25
29 24
30 24
31 23
32 11
33 19
34 15
35 24
36 15
37 10
38 15
39 25
40 11
41 10
;
param cs := 
0 33
1 27
2 25
3 32
4 29
5 21
6 26
7 36
8 23
9 22
10 24
11 40
12 32
13 25
14 36
15 26
16 23
17 22
18 33
19 24
20 24
21 25
22 23
23 33
24 40
25 34
26 36
27 40
28 25
29 27
30 33
31 33
32 25
33 38
34 20
35 22
36 39
37 40
38 23
39 32
40 36
41 27
42 20
43 26
44 40
45 20
46 38
47 35
48 33
49 29
50 23
51 31
52 31
53 27
54 20
55 37
56 40
57 28
58 24
59 34
60 35
61 36
62 39
63 32
64 40
65 24
66 36
67 24
68 26
69 32
70 28
71 32
72 34
73 38
74 38
75 29
76 34
77 30
78 36
79 39
80 21
81 34
82 39
83 22
84 28
85 32
86 24
87 24
;
param bv:	 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 := 
		0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 18 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 
		1 0 0 0 0 21 0 0 0 0 0 0 16 0 25 0 0 0 0 0 0 25 0 0 25 0 0 0 0 0 0 0 0 0 0 25 10 0 0 0 13 0 0 
		2 0 0 0 0 0 0 25 16 0 12 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 14 0 0 0 0 0 0 0 11 0 
		3 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 19 0 0 0 0 14 0 0 0 0 0 
		4 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 25 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 
		5 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 23 12 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 
		6 0 0 0 0 0 0 0 0 0 0 0 0 17 11 0 0 20 0 0 0 0 0 21 0 0 0 19 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 
		7 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 
		8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 14 0 18 22 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 
		9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 11 17 0 0 0 0 0 0 0 0 0 0 
		10 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 16 0 
		11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 10 0 0 0 0 0 0 0 0 21 0 12 0 0 11 0 0 
		12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 21 0 0 0 0 0 0 0 0 0 0 21 20 0 21 15 0 0 0 0 0 15 0 0 
		13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 17 0 0 0 0 0 0 0 
		14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 19 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 
		17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 25 18 0 0 0 0 0 0 0 0 0 0 
		18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 12 0 0 0 0 0 0 11 0 0 0 0 0 0 
