set VV := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 ;
set VS := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 ;
param cv := 
0 19
1 21
2 16
3 12
4 25
5 25
6 12
7 17
8 13
9 21
10 16
11 20
12 20
13 20
14 13
15 23
16 11
17 13
18 13
19 15
20 16
21 20
22 20
23 23
24 16
25 13
26 12
27 13
28 18
29 22
30 23
31 16
;
param cs := 
0 40
1 35
2 26
3 28
4 32
5 29
6 34
7 38
8 40
9 33
10 32
11 22
12 28
13 38
14 30
15 22
16 27
17 34
18 33
19 32
20 36
21 37
22 29
23 24
24 40
25 22
26 22
27 33
28 28
29 25
30 22
31 40
32 31
33 27
34 31
35 33
36 36
37 37
38 21
39 38
40 23
41 36
42 31
43 35
44 24
45 33
46 25
47 20
48 34
49 32
50 27
51 34
52 27
53 31
54 39
55 35
56 38
57 25
58 28
59 26
60 39
61 36
62 20
63 40
64 34
65 20
66 29
67 20
;
param bv:	 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 := 
		0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 10 
		1 0 0 0 0 0 0 0 22 0 0 0 0 0 0 20 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		2 0 0 0 0 0 0 0 0 0 0 0 10 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		3 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 
		5 0 0 0 0 0 0 0 13 0 0 0 23 0 0 0 0 0 0 25 0 0 20 0 0 0 25 0 0 23 0 18 0 
		6 0 0 0 0 0 0 0 0 0 0 0 18 0 0 23 0 0 0 0 0 0 23 0 22 0 0 0 0 0 0 0 0 
		7 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 23 0 0 0 
		8 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 13 0 0 0 22 0 0 19 0 0 0 0 0 0 0 0 
		9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 25 0 0 0 0 0 
		10 0 0 0 0 0 0 0 0 0 0 0 23 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 
		12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 
		13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 12 0 0 0 0 0 0 0 0 0 
		14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 
		15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 
		16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 
		17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 25 0 0 0 0 0 0 0 0 0 
		18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 11 0 0 0 0 0 0 
		21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 
		22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 
		24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 
		25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 
		26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
;
param bs:	 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 := 
		0 0 0 0 26 0 0 33 0 0 25 0 0 0 0 0 0 0 0 0 0 23 0 0 33 36 0 0 0 0 0 0 0 0 28 0 0 25 0 0 33 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 20 23 0 0 0 0 0 30 0 
		1 0 0 0 0 0 0 0 27 22 0 0 35 0 22 20 0 38 0 38 0 0 0 33 0 0 0 0 0 0 0 23 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 
		2 0 0 0 25 33 0 0 0 29 0 0 0 0 0 34 0 0 0 0 0 23 0 27 0 23 0 0 0 0 0 0 0 26 0 0 0 0 0 0 24 27 0 0 0 0 32 0 0 0 0 0 0 39 0 0 0 0 27 40 0 0 0 0 29 0 30 0 0 
		3 26 0 25 0 0 24 0 0 27 0 0 33 0 35 24 0 0 37 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 24 31 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		4 0 0 33 0 0 0 0 0 0 0 0 0 32 0 0 0 0 22 0 0 21 0 33 0 0 0 0 33 0 0 0 39 0 0 39 0 0 0 0 39 23 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 30 0 0 0 
		5 0 0 0 24 0 0 0 0 32 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 30 0 37 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 35 0 
		6 33 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 40 0 0 20 0 0 0 0 0 34 21 36 
		7 0 27 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		8 0 22 29 27 0 32 35 0 0 0 0 0 0 0 0 0 21 0 23 37 0 0 0 0 0 0 0 0 37 0 0 0 0 0 28 0 39 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 34 0 
