set VV := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 ;
set VS := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 ;
param cv := 
0 16
1 24
2 22
3 13
4 16
5 25
6 14
7 14
8 19
9 16
10 20
11 15
12 24
13 22
14 22
15 13
16 16
17 17
18 16
19 19
20 13
21 11
22 12
23 25
24 22
25 13
26 18
27 24
28 25
29 12
30 21
31 25
32 19
33 20
34 16
35 11
;
param cs := 
0 27
1 21
2 29
3 35
4 32
5 39
6 25
7 30
8 28
9 26
10 35
11 39
12 26
13 24
14 24
15 35
16 22
17 27
18 35
19 35
20 31
21 21
22 39
23 35
24 37
25 38
26 32
27 26
28 22
29 32
30 34
31 34
32 30
33 21
34 33
35 23
36 27
37 28
38 28
39 33
40 30
41 21
42 29
43 37
44 28
45 33
46 30
47 30
48 30
49 25
50 26
51 34
52 26
53 33
54 30
55 25
56 25
57 28
58 36
59 22
60 24
61 27
62 34
63 21
64 22
65 31
66 25
67 38
68 36
69 21
70 31
71 40
72 25
73 20
74 39
75 24
;
param bv:	 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 := 
		0 0 0 0 0 22 0 14 0 0 0 0 25 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		1 0 0 0 0 0 0 19 10 0 0 22 0 0 13 0 0 0 0 0 0 0 0 0 12 0 0 17 0 0 23 0 0 0 0 0 0 
		2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
		3 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 24 0 22 25 0 
		4 0 0 0 0 0 0 0 0 17 0 0 0 0 0 19 0 12 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 
